city_Mun_Res,barangay_Res,date,count_Exposed,count_Infectious,count_Recovered,count_Specimen_age_9_below,count_Specimen_age_10_17,count_Specimen_age_18_39,count_Specimen_age_40_59,count_Specimen_age_60_79,count_Specimen_age_80_above,count_Conf_age_9_below,count_Conf_age_10_17,count_Conf_age_18_39,count_Conf_age_40_59,count_Conf_age_60_79,count_Conf_age_80_above,count_Reco_age_9_below,count_Reco_age_10_17,count_Reco_age_18_39,count_Reco_age_40_59,count_Reco_age_60_79,count_Reco_age_80_above,count_Specimen_Unknown,count_Conf_Unknown,count_Reco_Unknown
CITY OF BIÑAN,LOMA,2022-05-31,2,2,625,0,0,0,2,0,0,0,0,0,2,0,0,14,23,328,216,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-01,3,2,625,0,0,0,2,1,0,0,0,0,2,0,0,14,23,328,216,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-02,3,2,625,0,0,0,2,1,0,0,0,0,2,0,0,14,23,328,216,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-03,3,2,625,0,0,0,2,1,0,0,0,0,2,0,0,14,23,328,216,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-04,3,2,625,0,0,0,2,1,0,0,0,0,2,0,0,14,23,328,216,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-05,3,2,625,0,0,0,2,1,0,0,0,0,2,0,0,14,23,328,216,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-06,3,2,625,0,0,0,2,1,0,0,0,0,2,0,0,14,23,328,216,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-07,3,1,626,0,0,0,2,1,0,0,0,0,1,0,0,14,23,328,217,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-08,3,1,627,0,0,0,3,0,0,0,0,0,0,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-09,3,1,627,0,0,0,3,0,0,0,0,0,0,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-10,3,1,627,0,0,0,3,0,0,0,0,0,0,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-11,3,1,627,0,0,0,3,0,0,0,0,0,0,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-12,2,2,627,0,0,0,2,0,0,0,0,0,1,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-13,2,2,627,0,0,0,2,0,0,0,0,0,1,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-14,2,2,627,0,0,0,2,0,0,0,0,0,1,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-15,3,2,627,0,0,0,3,0,0,0,0,0,1,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-16,4,2,627,0,0,1,3,0,0,0,0,0,1,1,0,14,23,328,218,41,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-17,4,1,628,0,0,1,3,0,0,0,0,0,1,0,0,14,23,328,218,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-18,3,2,628,0,0,0,3,0,0,0,0,1,1,0,0,14,23,328,218,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-19,3,2,628,0,0,0,3,0,0,0,0,1,1,0,0,14,23,328,218,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-20,2,2,629,0,0,0,2,0,0,0,0,1,1,0,0,14,23,328,219,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-21,3,2,629,0,0,0,3,0,0,0,0,1,1,0,0,14,23,328,219,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-22,3,2,629,0,0,0,3,0,0,0,0,1,1,0,0,14,23,328,219,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-23,3,2,629,0,0,0,3,0,0,0,0,1,1,0,0,14,23,328,219,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-24,2,3,629,0,0,0,2,0,0,0,0,1,2,0,0,14,23,328,219,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-25,3,3,629,0,0,1,2,0,0,0,0,1,2,0,0,14,23,328,219,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-26,3,3,629,0,0,1,2,0,0,0,0,1,2,0,0,14,23,328,219,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-27,4,3,630,0,0,1,3,0,0,0,0,2,1,0,0,14,23,328,220,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-28,4,2,631,0,0,1,3,0,0,0,0,1,1,0,0,14,23,329,220,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-29,5,3,631,0,0,0,5,0,0,0,0,2,1,0,0,14,23,329,220,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-06-30,5,4,631,0,0,1,4,0,0,0,0,2,2,0,0,14,23,329,220,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-01,6,4,631,0,0,1,5,0,0,0,0,2,2,0,0,14,23,329,220,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-02,7,5,631,0,0,2,4,1,0,0,0,2,3,0,0,14,23,329,220,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-03,6,5,632,0,0,1,4,1,0,0,0,3,2,0,0,14,23,329,221,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-04,6,5,632,0,0,1,4,1,0,0,0,3,2,0,0,14,23,329,221,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-05,5,6,632,0,0,0,4,1,0,0,0,4,2,0,0,14,23,329,221,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-06,3,8,632,0,0,0,3,0,0,0,0,4,3,1,0,14,23,329,221,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-07,6,7,633,1,0,0,5,0,0,0,0,3,3,1,0,14,23,330,221,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-08,5,8,633,1,0,0,4,0,0,0,0,3,4,1,0,14,23,330,221,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-09,5,7,635,1,0,1,3,0,0,0,0,2,4,1,0,14,23,331,222,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-10,6,7,635,1,0,1,3,1,0,0,0,2,4,1,0,14,23,331,222,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-11,9,6,636,3,0,2,3,1,0,0,0,2,3,1,0,14,23,331,223,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-12,7,7,637,3,0,1,3,0,0,0,0,2,3,2,0,14,23,332,223,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-13,9,7,637,3,0,3,3,0,0,0,0,2,3,2,0,14,23,332,223,42,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-14,5,8,640,1,0,3,1,0,0,2,0,1,4,1,0,14,23,333,224,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-15,5,9,640,1,0,3,1,0,0,2,0,2,4,1,0,14,23,333,224,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-16,6,10,640,1,0,2,3,0,0,2,0,3,4,1,0,14,23,333,224,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-17,6,9,641,1,0,2,3,0,0,2,0,3,3,1,0,14,23,333,225,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-18,4,12,641,0,0,0,4,0,0,3,0,5,3,1,0,14,23,333,225,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-19,9,11,642,0,0,1,7,1,0,3,0,5,2,1,0,14,23,333,226,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-20,9,11,642,0,0,1,7,1,0,3,0,5,2,1,0,14,23,333,226,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-21,8,11,643,0,0,1,6,1,0,3,0,4,3,1,0,14,23,334,226,43,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-22,5,13,644,0,0,1,4,0,0,3,0,4,5,1,0,14,23,334,226,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-23,1,14,647,0,0,0,1,0,0,1,0,5,7,1,0,16,23,334,227,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-24,1,13,648,0,0,0,1,0,0,1,0,5,6,1,0,16,23,334,228,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-25,2,11,650,0,0,0,2,0,0,1,0,3,6,1,0,16,23,336,228,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-26,2,11,650,0,0,0,2,0,0,1,0,3,6,1,0,16,23,336,228,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-27,4,8,653,1,0,0,2,0,1,0,0,1,6,1,0,17,23,338,228,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-28,3,9,653,1,0,0,1,0,1,0,0,1,7,1,0,17,23,338,228,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-29,6,9,653,1,0,2,2,0,1,0,0,1,7,1,0,17,23,338,228,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-30,6,9,654,0,0,2,2,1,1,1,0,1,6,1,0,17,23,338,229,44,3,0,0,0
CITY OF BIÑAN,LOMA,2022-07-31,6,5,659,0,0,1,3,1,1,1,0,1,3,0,0,17,23,339,232,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-01,4,7,659,0,0,0,3,0,1,1,0,2,3,1,0,17,23,339,232,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-02,5,7,660,0,0,2,2,0,1,1,0,2,3,1,0,17,23,339,233,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-03,6,8,660,1,0,3,2,0,0,1,0,2,3,1,1,17,23,339,233,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-04,8,8,660,1,0,4,2,1,0,1,0,2,3,1,1,17,23,339,233,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-05,6,11,660,1,0,3,1,1,0,1,0,4,4,1,1,17,23,339,233,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-06,6,12,661,1,0,1,1,2,1,1,0,6,3,1,1,17,23,339,234,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-07,4,14,661,0,0,1,1,1,1,2,0,6,3,2,1,17,23,339,234,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-08,4,14,662,0,0,1,1,2,0,1,0,6,3,2,2,18,23,339,234,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-09,4,15,662,0,0,2,1,1,0,1,0,6,3,3,2,18,23,339,234,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-10,5,13,664,0,0,2,2,1,0,1,0,4,3,3,2,18,23,341,234,45,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-11,5,11,666,0,0,2,2,1,0,1,0,4,2,2,2,18,23,341,235,46,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-12,7,12,666,0,0,1,5,1,0,1,0,5,2,2,2,18,23,341,235,46,3,0,0,0
CITY OF BIÑAN,LOMA,2022-08-13,7,12,667,0,0,1,5,1,0,1,0,6,2,2,1,18,23,341,235,46,4,0,0,0
CITY OF BIÑAN,LOMA,2022-08-14,6,10,670,0,0,1,4,1,0,1,0,4,2,2,1,18,23,343,236,46,4,0,0,0
CITY OF BIÑAN,LOMA,2022-08-15,4,10,672,0,0,1,3,0,0,0,0,3,3,3,1,19,23,344,236,46,4,0,0,0
CITY OF BIÑAN,LOMA,2022-08-16,5,9,674,0,1,1,3,0,0,0,0,3,3,2,1,19,23,345,236,47,4,0,0,0
CITY OF BIÑAN,LOMA,2022-08-17,7,10,674,0,1,1,5,0,0,0,0,3,4,2,1,19,23,345,236,47,4,0,0,0
CITY OF BIÑAN,LOMA,2022-08-18,9,8,676,0,1,1,6,1,0,0,0,3,4,1,0,19,23,345,236,48,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-19,5,12,676,0,0,1,3,1,0,0,1,3,7,1,0,19,23,345,236,48,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-20,4,14,676,0,0,0,4,0,0,0,1,4,7,2,0,19,23,345,236,48,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-21,4,12,678,0,0,0,4,0,0,0,1,2,7,2,0,19,23,347,236,48,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-22,5,12,678,0,0,1,4,0,0,0,1,2,7,2,0,19,23,347,236,48,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-23,5,12,679,0,0,2,3,0,0,0,1,2,7,2,0,19,23,347,237,48,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-24,7,11,680,0,0,3,4,0,0,0,1,2,6,2,0,19,23,347,238,48,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-25,10,10,682,0,1,3,5,0,1,0,1,2,6,1,0,19,23,348,238,49,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-26,10,10,682,0,1,3,5,0,1,0,1,2,6,1,0,19,23,348,238,49,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-27,8,12,683,0,0,3,4,0,1,0,2,2,7,1,0,19,23,348,239,49,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-28,9,8,687,0,0,4,4,0,1,0,1,1,5,1,0,19,24,349,241,49,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-29,7,8,689,0,0,4,3,0,0,0,1,1,5,0,1,19,24,349,242,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-30,6,9,689,0,0,3,3,0,0,0,1,2,5,0,1,19,24,349,242,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-08-31,6,11,689,0,0,3,3,0,0,0,1,4,5,0,1,19,24,349,242,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-09-01,2,11,693,0,0,1,1,0,0,0,1,6,3,0,1,19,24,349,246,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-09-02,4,11,693,0,1,2,1,0,0,0,1,6,3,0,1,19,24,349,246,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-09-03,4,10,694,0,1,2,1,0,0,0,1,5,3,0,1,19,24,350,246,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-09-04,4,11,694,0,1,2,1,0,0,0,1,6,3,0,1,19,24,350,246,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-09-05,7,11,694,0,1,3,3,0,0,0,1,6,3,0,1,19,24,350,246,50,5,0,0,0
CITY OF BIÑAN,LOMA,2022-09-06,6,8,698,0,0,3,3,0,0,0,1,5,2,0,0,19,25,351,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-07,6,8,699,0,1,3,2,0,0,0,1,4,3,0,0,19,25,352,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-08,6,8,699,0,1,3,2,0,0,0,1,4,3,0,0,19,25,352,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-09,6,6,701,0,1,3,2,0,0,0,1,2,3,0,0,19,25,354,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-10,5,7,701,0,0,3,2,0,0,0,2,2,3,0,0,19,25,354,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-11,5,9,701,0,0,2,3,0,0,0,2,4,3,0,0,19,25,354,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-12,5,7,703,0,0,2,3,0,0,0,2,2,3,0,0,19,25,356,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-13,5,7,703,0,0,2,3,0,0,0,2,2,3,0,0,19,25,356,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-14,5,7,704,0,0,2,3,0,0,0,1,3,3,0,0,19,26,356,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-15,6,7,704,0,0,2,4,0,0,0,1,3,3,0,0,19,26,356,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-16,7,7,704,0,0,2,5,0,0,0,1,3,3,0,0,19,26,356,247,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-17,6,6,706,0,0,2,4,0,0,0,1,2,3,0,0,19,26,357,248,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-18,5,7,706,0,0,2,3,0,0,0,1,2,4,0,0,19,26,357,248,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-19,5,6,707,0,0,2,3,0,0,0,0,2,4,0,0,19,27,357,248,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-20,5,6,707,0,0,2,3,0,0,0,0,2,4,0,0,19,27,357,248,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-21,5,7,707,0,0,2,3,0,0,0,0,3,4,0,0,19,27,357,248,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-22,7,6,708,0,0,3,3,1,0,0,0,3,3,0,0,19,27,357,249,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-23,7,7,708,0,0,3,3,1,0,0,0,3,4,0,0,19,27,357,249,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-24,6,9,708,0,0,2,4,0,0,0,0,4,4,1,0,19,27,357,249,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-25,7,9,708,0,0,3,4,0,0,0,0,4,4,1,0,19,27,357,249,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-26,8,10,708,0,1,3,3,1,0,0,0,4,5,1,0,19,27,357,249,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-27,8,10,708,0,1,3,3,1,0,0,0,4,5,1,0,19,27,357,249,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-28,7,8,711,0,1,2,3,1,0,0,0,3,4,1,0,19,27,359,250,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-29,7,8,711,0,1,2,3,1,0,0,0,3,4,1,0,19,27,359,250,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-09-30,5,10,711,0,1,1,2,1,0,0,0,4,5,1,0,19,27,359,250,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-01,6,9,712,0,1,1,3,1,0,0,0,3,5,1,0,19,27,360,250,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-02,6,7,714,0,1,1,3,1,0,0,0,2,4,1,0,19,27,361,251,50,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-03,3,9,715,0,0,1,2,0,0,0,1,2,5,1,0,19,27,361,251,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-04,4,7,717,0,0,1,3,0,0,0,1,1,4,1,0,19,27,362,252,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-05,4,7,717,0,0,1,3,0,0,0,1,1,4,1,0,19,27,362,252,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-06,6,5,719,0,0,1,5,0,0,0,1,0,3,1,0,19,27,363,253,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-07,6,5,719,0,0,1,5,0,0,0,1,0,3,1,0,19,27,363,253,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-08,6,5,719,0,0,1,5,0,0,0,1,0,3,1,0,19,27,363,253,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-09,6,6,719,0,1,1,4,0,0,0,1,0,4,1,0,19,27,363,253,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-10,6,6,719,0,1,1,4,0,0,0,1,0,4,1,0,19,27,363,253,51,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-11,6,6,720,0,1,2,3,0,0,0,1,0,5,0,0,19,27,363,253,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-12,8,5,721,0,1,3,4,0,0,0,0,0,5,0,0,19,28,363,253,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-13,9,5,722,0,1,4,4,0,0,0,0,0,5,0,0,19,28,363,254,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-14,8,6,722,0,0,4,4,0,0,0,1,0,5,0,0,19,28,363,254,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-15,6,9,722,0,0,2,4,0,0,0,1,2,6,0,0,19,28,363,254,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-16,6,10,722,0,0,1,4,1,0,0,1,3,6,0,0,19,28,363,254,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-17,7,10,722,0,0,1,5,1,0,0,1,3,6,0,0,19,28,363,254,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-18,8,10,723,0,0,2,4,2,0,0,1,3,6,0,0,19,28,363,255,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-19,10,10,723,0,0,3,5,2,0,0,1,3,6,0,0,19,28,363,255,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-20,8,10,725,0,0,3,3,2,0,0,1,3,6,0,0,19,28,363,257,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-21,6,11,727,0,1,1,3,1,0,0,0,4,6,1,0,19,29,364,257,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-22,4,13,727,0,1,0,2,1,0,0,0,5,7,1,0,19,29,364,257,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-23,4,12,729,0,1,0,3,0,0,0,0,4,6,2,0,19,29,365,258,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-24,3,12,730,0,0,0,3,0,0,0,1,3,6,2,0,19,29,366,258,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-25,2,11,732,0,0,0,2,0,0,0,1,2,6,2,0,19,29,367,259,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-26,3,11,732,0,0,1,2,0,0,0,1,2,6,2,0,19,29,367,259,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-27,5,10,733,0,1,1,3,0,0,0,1,2,5,2,0,19,29,367,260,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-28,5,10,733,0,1,1,3,0,0,0,1,2,5,2,0,19,29,367,260,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-29,4,10,734,0,1,0,3,0,0,0,1,3,4,2,0,19,29,367,261,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-30,2,11,735,0,0,0,2,0,0,0,2,2,5,2,0,19,29,368,261,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-10-31,2,9,737,0,0,0,2,0,0,0,2,1,4,2,0,19,29,369,262,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-01,2,9,737,0,0,0,2,0,0,0,2,1,4,2,0,19,29,369,262,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-02,2,8,738,0,0,0,2,0,0,0,1,1,4,2,0,19,30,369,262,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-03,2,8,738,0,0,0,2,0,0,0,1,1,4,2,0,19,30,369,262,52,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-04,2,6,740,0,0,0,2,0,0,0,1,1,3,1,0,19,30,369,263,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-05,2,6,740,0,0,0,2,0,0,0,1,1,3,1,0,19,30,369,263,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-06,2,6,740,0,0,0,2,0,0,0,1,1,3,1,0,19,30,369,263,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-07,2,5,741,0,0,0,2,0,0,0,1,0,3,1,0,19,30,370,263,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-08,2,3,743,0,0,0,2,0,0,0,0,0,2,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-09,4,3,743,0,0,1,3,0,0,0,0,0,2,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-10,4,3,743,0,0,1,3,0,0,0,0,0,2,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-11,4,3,743,0,0,1,3,0,0,0,0,0,2,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-12,2,5,743,0,0,0,2,0,0,0,0,1,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-13,2,5,743,0,0,0,2,0,0,0,0,1,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-14,2,5,743,0,0,0,2,0,0,0,0,1,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-15,2,5,743,0,0,0,2,0,0,0,0,1,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-16,3,5,743,0,0,1,2,0,0,0,0,1,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-17,3,5,743,0,0,1,2,0,0,0,0,1,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-18,3,5,743,0,0,1,2,0,0,0,0,1,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-19,2,6,743,0,0,0,2,0,0,0,0,2,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-20,2,6,743,0,0,0,2,0,0,0,0,2,3,1,0,19,31,370,264,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-21,3,4,745,0,0,0,3,0,0,0,0,1,2,1,0,19,31,371,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-22,3,4,745,0,0,0,3,0,0,0,0,1,2,1,0,19,31,371,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-23,4,4,745,0,0,1,3,0,0,0,0,1,2,1,0,19,31,371,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-24,5,4,745,0,0,2,3,0,0,0,0,1,2,1,0,19,31,371,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-25,4,5,745,0,0,2,2,0,0,0,0,1,3,1,0,19,31,371,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-26,3,6,745,0,0,1,2,0,0,0,0,2,3,1,0,19,31,371,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-27,3,6,745,0,0,1,2,0,0,0,0,2,3,1,0,19,31,371,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-28,2,6,746,0,0,0,2,0,0,0,0,2,3,1,0,19,31,372,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-29,3,6,746,0,0,0,3,0,0,0,0,2,3,1,0,19,31,372,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-11-30,3,6,746,0,0,0,3,0,0,0,0,2,3,1,0,19,31,372,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-12-01,4,6,746,0,0,1,3,0,0,0,0,2,3,1,0,19,31,372,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-12-02,3,7,746,0,0,1,2,0,0,0,0,2,4,1,0,19,31,372,265,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-12-03,2,7,747,0,0,1,1,0,0,0,0,2,4,1,0,19,31,372,266,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-12-04,2,7,747,0,0,1,1,0,0,0,0,2,4,1,0,19,31,372,266,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-12-05,2,6,748,0,0,1,1,0,0,0,0,1,4,1,0,19,31,373,266,53,6,0,0,0
CITY OF BIÑAN,LOMA,2022-12-06,2,5,749,0,0,1,1,0,0,0,0,0,4,1,0,19,31,374,266,53,6,0,0,0
