city_Mun_Res,barangay_Res,date,count_Exposed,count_Infectious,count_Recovered,count_Specimen_age_9_below,count_Specimen_age_10_17,count_Specimen_age_18_39,count_Specimen_age_40_59,count_Specimen_age_60_79,count_Specimen_age_80_above,count_Conf_age_9_below,count_Conf_age_10_17,count_Conf_age_18_39,count_Conf_age_40_59,count_Conf_age_60_79,count_Conf_age_80_above,count_Reco_age_9_below,count_Reco_age_10_17,count_Reco_age_18_39,count_Reco_age_40_59,count_Reco_age_60_79,count_Reco_age_80_above,count_Specimen_Unknown,count_Conf_Unknown,count_Reco_Unknown
CITY OF BIÑAN,DE LA PAZ,2020-08-25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-08-26,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-08-27,4,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-08-28,4,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-08-29,7,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-08-30,7,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-08-31,7,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-01,3,4,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-02,3,4,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-03,3,5,0,0,0,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-04,4,5,0,0,0,3,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-05,3,7,0,0,0,1,1,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-06,3,7,0,0,0,1,1,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-07,4,7,0,0,0,1,2,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-08,5,7,0,0,0,1,2,2,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-09,5,7,0,0,0,1,2,2,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-10,4,9,0,0,0,2,1,1,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-11,2,11,0,0,0,1,0,1,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-12,2,11,0,0,0,1,0,1,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-13,2,11,0,0,0,1,0,1,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-14,0,13,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-15,1,13,0,0,0,1,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-16,2,13,0,0,0,1,1,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-17,3,13,0,0,0,2,1,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-18,2,14,0,0,0,1,1,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-19,2,14,0,0,0,1,1,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-20,2,8,6,0,0,1,1,0,0,0,0,5,1,2,0,0,0,2,3,1,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-21,2,8,6,0,0,1,1,0,0,0,0,5,1,2,0,0,0,2,3,1,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-22,2,8,6,0,0,1,1,0,0,0,0,5,1,2,0,0,0,2,3,1,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-23,2,8,6,0,0,1,1,0,0,0,0,5,1,2,0,0,0,2,3,1,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-24,1,9,6,0,0,0,1,0,0,0,0,6,1,2,0,0,0,2,3,1,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-25,1,9,6,0,0,0,1,0,0,0,0,6,1,2,0,0,0,2,3,1,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-26,1,9,6,0,0,0,1,0,0,0,0,6,1,2,0,0,0,2,3,1,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-27,1,4,11,0,0,0,1,0,0,0,0,3,0,1,0,0,0,5,4,2,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-28,2,4,11,0,0,1,1,0,0,0,0,3,0,1,0,0,0,5,4,2,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-29,2,4,11,0,0,1,1,0,0,0,0,3,0,1,0,0,0,5,4,2,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-09-30,2,4,11,0,0,1,1,0,0,0,0,3,0,1,0,0,0,5,4,2,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-01,2,5,11,0,0,1,1,0,0,0,0,4,0,1,0,0,0,5,4,2,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-02,3,5,11,0,0,2,1,0,0,0,0,4,0,1,0,0,0,5,4,2,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-03,3,5,11,0,0,2,1,0,0,0,0,4,0,1,0,0,0,5,4,2,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-04,4,2,14,0,0,3,1,0,0,0,0,2,0,0,0,0,0,7,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-05,4,2,14,0,0,3,1,0,0,0,0,2,0,0,0,0,0,7,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-06,2,4,14,0,0,2,0,0,0,0,0,3,1,0,0,0,0,7,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-07,3,4,14,0,0,3,0,0,0,0,0,3,1,0,0,0,0,7,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-08,3,4,14,0,0,3,0,0,0,0,0,3,1,0,0,0,0,7,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-09,2,5,14,0,0,2,0,0,0,0,0,4,1,0,0,0,0,7,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-10,5,5,14,0,0,5,0,0,0,0,0,4,1,0,0,0,0,7,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-11,3,6,15,0,0,3,0,0,0,0,0,5,1,0,0,0,0,8,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-12,3,6,15,0,0,3,0,0,0,0,0,5,1,0,0,0,0,8,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-13,2,7,15,0,0,2,0,0,0,0,0,6,1,0,0,0,0,8,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-14,3,7,15,0,0,3,0,0,0,0,0,6,1,0,0,0,0,8,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-15,3,7,15,0,0,3,0,0,0,0,0,6,1,0,0,0,0,8,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-16,3,7,15,0,0,3,0,0,0,0,0,6,1,0,0,0,0,8,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-17,1,8,16,0,0,1,0,0,0,0,0,7,1,0,0,0,0,9,4,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-18,2,6,18,0,0,1,1,0,0,0,0,6,0,0,0,0,0,10,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-19,2,6,18,0,0,1,1,0,0,0,0,6,0,0,0,0,0,10,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-20,2,6,18,0,0,1,1,0,0,0,0,6,0,0,0,0,0,10,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-21,1,7,18,0,0,0,1,0,0,0,0,7,0,0,0,0,0,10,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-22,1,7,18,0,0,0,1,0,0,0,0,7,0,0,0,0,0,10,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-23,1,7,18,0,0,0,1,0,0,0,0,7,0,0,0,0,0,10,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-24,0,8,18,0,0,0,0,0,0,0,0,7,1,0,0,0,0,10,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-25,0,6,20,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-26,0,6,20,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-27,0,6,20,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-28,0,6,20,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-29,0,6,20,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-30,0,6,20,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-10-31,0,6,20,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-01,0,2,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-02,0,2,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-03,1,2,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-04,1,2,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-05,1,2,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-06,1,2,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-07,1,2,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,5,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-08,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-09,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-10,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-11,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-12,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-13,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-14,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-15,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-16,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-17,0,2,26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-18,0,2,26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-19,0,2,26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-20,1,2,26,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-21,1,2,26,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-22,1,2,26,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-23,1,2,26,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-24,1,2,26,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-25,0,3,26,0,0,0,0,0,0,0,1,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-26,0,3,26,0,0,0,0,0,0,0,1,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-27,1,3,26,0,0,0,1,0,0,0,1,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-28,1,3,26,0,0,0,1,0,0,0,1,1,0,1,0,0,0,17,6,3,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-29,1,1,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-11-30,1,1,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-01,1,1,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-02,1,1,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-03,1,1,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-04,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-05,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-06,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-07,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-08,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-09,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-10,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-11,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-12,0,2,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-13,0,1,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-14,0,1,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-15,0,1,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-16,1,1,29,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-17,1,1,29,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-18,1,1,29,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-19,1,1,29,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18,6,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-20,1,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-21,2,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-22,3,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-23,3,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-24,2,1,30,0,0,2,0,0,0,0,0,1,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-25,2,1,30,0,0,2,0,0,0,0,0,1,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-26,2,1,30,0,0,2,0,0,0,0,0,1,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-27,3,1,30,0,0,3,0,0,0,0,0,1,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-28,2,2,30,0,0,2,0,0,0,0,0,2,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-29,2,2,30,0,0,2,0,0,0,0,0,2,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-30,2,2,30,0,0,2,0,0,0,0,0,2,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2020-12-31,2,2,30,0,0,2,0,0,0,0,0,2,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-01,2,2,30,0,0,2,0,0,0,0,0,2,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-02,2,2,30,0,0,2,0,0,0,0,0,2,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-03,1,3,30,0,0,1,0,0,0,0,0,3,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-04,1,3,30,0,0,1,0,0,0,0,0,3,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-05,1,3,30,0,0,1,0,0,0,0,0,3,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-06,1,3,30,0,0,1,0,0,0,0,0,3,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-07,2,3,30,0,0,1,1,0,0,0,0,3,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-08,2,3,30,0,0,1,1,0,0,0,0,3,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-09,2,3,30,0,0,1,1,0,0,0,0,3,0,0,0,0,1,18,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-10,2,1,32,0,0,1,1,0,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-11,2,1,32,0,0,1,1,0,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-12,2,1,32,0,0,1,1,0,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-13,2,1,32,0,0,1,1,0,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-14,2,1,32,0,0,1,1,0,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-15,3,1,32,0,0,2,1,0,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-16,3,1,32,0,0,2,1,0,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-17,4,1,32,0,0,2,1,1,0,0,0,1,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-18,4,2,32,0,0,2,1,1,0,0,0,2,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-19,4,2,32,0,0,2,1,1,0,0,0,2,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-20,4,2,32,0,0,2,1,1,0,0,0,2,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-21,4,2,32,0,0,2,1,1,0,0,0,2,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-22,4,2,32,0,0,2,1,1,0,0,0,2,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-23,4,2,32,0,0,2,1,1,0,0,0,2,0,0,0,0,1,20,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-24,3,2,33,0,0,2,1,0,0,0,0,1,0,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-25,3,3,33,0,0,2,1,0,0,0,0,2,0,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-26,4,3,33,0,0,2,2,0,0,0,0,2,0,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-27,4,3,33,0,0,2,2,0,0,0,0,2,0,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-28,4,3,33,0,0,2,2,0,0,0,0,2,0,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-29,4,3,33,0,0,2,2,0,0,0,0,2,0,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-30,3,4,33,0,0,1,2,0,0,0,0,3,0,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-01-31,2,5,33,0,0,1,1,0,0,0,0,3,1,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-01,2,5,33,0,0,1,1,0,0,0,0,3,1,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-02,2,5,33,0,0,1,1,0,0,0,0,3,1,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-03,2,5,33,0,0,1,1,0,0,0,0,3,1,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-04,2,5,33,0,0,1,1,0,0,0,0,3,1,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-05,3,5,33,0,0,1,1,1,0,0,0,3,1,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-06,3,5,33,0,0,1,1,1,0,0,0,3,1,1,0,0,1,21,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-07,3,4,34,0,0,1,1,1,0,0,0,2,1,1,0,0,1,22,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-08,3,4,34,0,0,1,1,1,0,0,0,2,1,1,0,0,1,22,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-09,4,4,34,0,0,2,1,1,0,0,0,2,1,1,0,0,1,22,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-10,4,4,34,0,0,2,1,1,0,0,0,2,1,1,0,0,1,22,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-11,4,4,34,0,0,2,1,1,0,0,0,2,1,1,0,0,1,22,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-12,4,4,34,0,0,2,1,1,0,0,0,2,1,1,0,0,1,22,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-13,4,3,35,0,0,2,1,1,0,0,0,1,1,1,0,0,1,23,7,4,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-14,4,0,38,0,0,2,1,1,0,0,0,0,0,0,0,0,1,24,8,5,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-15,4,0,38,0,0,2,1,1,0,0,0,0,0,0,0,0,1,24,8,5,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-16,5,0,38,0,0,3,1,1,0,0,0,0,0,0,0,0,1,24,8,5,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-17,5,0,38,0,0,3,1,1,0,0,0,0,0,0,0,0,1,24,8,5,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-18,5,0,38,0,0,3,1,1,0,0,0,0,0,0,0,0,1,24,8,5,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-19,5,0,38,0,0,3,1,1,0,0,0,0,0,0,0,0,1,24,8,5,0,0,0,0
CITY OF BIÑAN,DE LA PAZ,2021-02-20,5,0,38,0,0,3,1,1,0,0,0,0,0,0,0,0,1,24,8,5,0,0,0,0
